content,label
너 스스로 비약이 있다고 했잖아 이것도 비약이 있는데? 자극적으로 하는 방송의 기준이 뭔데 정성적인 수치는 주관적인 견해에 따라 달라지는 건데 사람마다 생각이 달리 있는데 뭐가 자극적이며 아닌지 어떻게 알아? 폭력 패드립에 관해서는 방송에서 제제하는데 더 나아가 뭘 더 제제하는 거야? 그리고 술 담배에 관해서 19금 해야 하고 자극적인 노출도 못 하거나 19금으로 전환해야 되는데 뭘 더 바라? 그리고 네가 지금 억지 말하는데 축구는 공을 차는 거지 사람 머리를 차는 게 아닌데.,1
초밥집은 우동까지 해서 9900원에 해달라~~~~~.,0
쩝 진짜 공개 연애의 나쁜 예 ᅮᅮ.,0
코로 위험한 건가? 노약자만 주의하면 될 텐데 너무 오버하는 거 같다.,0
정확한 지적이다.,0
그때 조언했으면 멱살부터 잡을 놈이 ᄏᄏ.,1
마이크로 닷이 무슨 죄냐? 이제 떴는데 안타깝다.,0
얘네 언제 망하는 거야? 이제 눈 좀 그만 버리고 싶다.,0
내가 2년 동안 본 드라마.,0
소름 ;; 짧은 예고편을 글로 보고 다음 회 다 본 듯 얼른 다음 주 ᄒ.,0
이 말이 사실이었으면 좋겠습니다 만약 그렇다면 도티님이 이 문제를 잘 헤쳐 나갔으면 좋겠습니다 그리고 허위사실들도 사라지기를 ᅲ.,0
댓글들 진짜 무섭다 ;; 댓글 알바인가? 사람이 그럴 수도 있지 한 마디 잘못했다고 사람 진짜 물어뜯네 ;;;;;;;;; 무서워서 숨만 쉬고 살아야 할 판.,0
여기는 아시아 한국 서울.,0
문재인 박능후 너네는 최소한 트럼프 욕하지 마라 이 쓰레기야.,1
컨디션 관리도 실력이다.,0
크러시 정말 사회생활 할 줄 아네요 넘 보기 좋았어요 ^^.,0
오! 무난 다른 사람들은 모르겠는데 저는 재밌었어요.,0
내 숏 패딩은 캐구 칠리왁 사람들 은근 별로 없음.,1
서현숙이 너무 아까운 거 아니야? 요즘 3대 치어 중 한 명인데 열애설이라니.,0
그건 네 망상이고 아이즈원은 국내 팬들 개 씹으로 생각도 안 했음.,1
돈 필요하니? 참 부끄럽겠다 쪽 팔리고 ᄏ.,1
찌질한 한국 천 것들 남의 결혼 기사에 또 댓글 놀이지? 너희들보단 능력 좋고 잘사는 사람이니 걱정은 너희들 버어러지 인생 에나 하거라 ᄏᄏᄏ.,1
꼴까지 않은 게 hate-speech 나대네.,1
또 시청률 떨어졌나 보네 우효광 카드 꺼내는 거 보니.,0
태풍이나 와서 북한 땅에 떨어져라.,1
뻔뻔함이 개국이랑 동급인 듯.,1
보고 머리가 아파서 잤습니다 처음 시작하자 말자 삐걱대는 사람 움직임 때문에 나가고 싶은 거 참고 봤는데 그때 나가는 게 맞았습니다.,0
이 hate-speech아 성실하게 일해서 돈 벌어야지 뭔 걔 소리야? 이 정신 빠 ᅩ진 놈아 표팔이 새 ᅩ키야.,1
몰라 북한 핵개발에 대해서 어떻게 생각해?.,1
dna가 좋아서 기대했는데 페이크러브 정말 실망.,0
백종원 너무 아저씨 같다는 여자들 특 제들도 서른 넘게 처먹은 아줌마란 건 생각 못 함 ᄏᄏ.,1
문재인도 극혐.,1
어디서 교과서 들고 나와서 받아 적고 있어 ᄏᄏ.,1
역시 동근이형 대박 뮤지컬 같았네요~ 꼬마 귀엽더라고요 ᄒᄒ.,0
마누라 하나 못 잡고 잡혀서 사는 호구 hate-speech 보빨러들이 얼마나 많길래 저러냐?.,1
앵무새에게 밥 주기.,0
oecd 여성들 중에 가장 의욕 없고 꿀빨러에 핑계 대기 일상인 한국 여자들이 전 세계도 아니고 oecd 선진국 여자들에 비비면서 임금 문제 언급하는 게 가장 어이없다.,1
무례한 사람은 웃는 얼굴에도 침을 뱉는다.,0
모르면 배우고 가라 hate-speech 아이슬람 역사 상식선에서 다 아는 거라고? hate-speech야 그럼 니가 팔레비 왕조에 대한 의견을 설파해 보든가 hate-speech야.,1
이것이 한 번도 경험해 보지 못한 국가인 건가.,0
울 동네는 맘충들 없음.,1
다 아티스트인 척 연기하는 거야 6개월 작업하고 6주 활동하고 6년 먹고사는데 오지랖이든 뭐든 그만해.,1
감량만 한 게 아닌 거 같던데.,0
한국 놈들 이중성이 머냐면 지가 안 당하면 아주 옳은 소리 하는데 지가 당하면 다른 소리 한다.,1
영화 보는 내내 돼감기해 보고 싶었음.,0
재수 없다 니 엄마하고 관계나 정리해.,1
그냥 노래만 해줘요 ᅲᅲ.,0
코로나만 아니면 같이 들어갔을 건데 안타깝다 ᅮ.,0
@ H미 없는련들이 확대석 줬같이 하네 그딴 짓 온라인에서 너희들끼리 물발 하면서 한다고 너네 인생이 바뀌냐? 현생을 살아 안 돼 씨발련들아.,1
둘 다 완전 멋지고 예쁘다 ᅮᅮ 근데.,0
아니 근데 출연진은 유재석인데 카메라 돌리면서 연예인 일상 찍는 게 대부분이고 그 일상 속에 유재석이 항상 함께 하는 것도 아니면서 유재석은 왜 출연진에 속하는 거죠? 참 희한하네.,0
출산과 육아는 이제 국가적인 큰 과제임.,0
하나뿐인 정상 고래 엄마.,0
hate-speech의 나라 ᄏᄏᄏ.,1
임현주 넘 귀엽고 매력적인 것 같아요.,0
ᄊ선비 나라에서는 제대로 인정받지 못하는 불운한 감독과 여배우.,1
도깨비 속 소름 끼치던 간신에서 코믹까지 두루두루 연기 진짜 좋아요.,0
빨리 니 몸 부위 중 가장 풍성한 곳을 문지르며 '나는 풍성충'이라고 세 번 말해야 지금 있는 모근이라도 지킬 수 있음 찐.,1
하여튼 hate-speech들은 인간 말종 쓰레기 좀비이다 나한테 다 와 내가 싹 쓸어줄게.,1
나라를 털어 먹는 개문빠들 결국 개 쩝쩝이을 감옥에 보내게 될 거다~.,1
응 너 돈에 환장했잖아 ᄏᄏ 오죽하면 애 새끼들까지 어지간이 시키겠냐.,1
개인 면접을 봤는데 왜 비리라는 거? 실제로 교수랑 개인적으로 면담하는 일반인들도 많은데 뭔.,0
이수근 흥해라~~~~.,0
이 hate-speech들은 코로나 종식했다더구먼.,1
정유진 기자 여시 쭉 빵 워마드 하나 보네.,1
호란 언니 파이팅 하세요~ 음주는 지난 과거 앞으로 멋진 인생 살아 주는 게 팬들 좋은 모습 보여 주는 거예요~ ^^.,0
나만 결말 만족스럽나 중간에 고난과 역경 넘 많아서 하차할 뻔했고 아리 공주 때문에 꾸역꾸역 봤는데 결말 덕분에 띵작으로 기억할 듯 ᄏᄏ.,0
홍진경~~ 가식 덩어리.,1
이게 현실이라는 게 참 슬프다 ᅮᅮ.,0
신해철도 중요하지만 이 사건 때문에 그의 환자들 갑자기 병원 없어져서 더 힘드네요.,0
1부는 눈 썩는 거 같아서 2부만 봤다 hate-speech 웃기더구먼 ᄏᄏ.,0
강한 나는 좋은 기사 올라온 게 거의 없네.,0
부끄러워 할 줄 모르고 오히려 당당한 인간들이 점점 설 곳이 넓어지고 있구나.,0
육두 문자 나오더라.,0
영재랑 준영이 이어지는 방법은 준영이가 쓰레기 되는 길밖에 없음 그냥 세은이랑 이어지고 각자 갈길 가길.,0
ᄇᄃᄇᄃ하는구나 ᄏᄏᄏ.,1
hate-speech hate-speech 랩업에 목숨 건 새끼네 ᄌᄌᄇ만 hate-speech게 올리네.,1
다들 채식하자 hate-speech 그러면서 고기를 먹는 나는 ᅲᅲ.,1
와~~ 거의 영화네요~~ 정신적 육체적으로 거의 철인이십니다 존경!.,0
우와~ 대단하다! 앵두야~ 좀만 더 힘내서 아프지 말자 ᅲ 근데 앵두를 좀 보고 싶은데 ᅲᅲᅲᅲᅲᅲ.,0
또 전라도 출신이냐? 카악퉤.,1
노래만 해야겠더라.,1
개코 너도 같은 hate-speech 이 주제에 아닥해 그냥 ᄍᄍ.,1
시집 못 가는 여자들 어지간히 부러운가 보다.,1
이 hate-speech는 대법원에서 선거법 무죄 때렸다고 아주 신났네 hate-speech hate-speech 문재인보다 더 위험한 식히다.,1
이분이 마블 끝판왕 아님?.,0
중요하지만 현상 유지로 만족하고 쓰레기 청소부터.,1
천사 이호석 가수 이호석 잘 생겼다 이호석 미소 이호석 귀엽다 이호석 사랑해 이호석 몬 베베 이호석 예쁘다 이호석 사랑해 이호석 몬스터 엑스.,0
근데 안산이면 조선족한테 칼빵 맞기 좋은 동네 아님? ᄃᄃ 방검복 필수로 착용하고 다녀야겠네.,1
딱 보면 부사장 숨겨 놓은 딸이지 그러니 와이프가 기다리는데 간 거고.,0
신났구먼 다들.,0
흑인들부터 아시아인 차별과 차별을 배워야 할 듯.,0
다들 좀 미쳐있는 게 사실.,1
거기서 조사받는 게 언론에서 노출이 덜 됨요.,0
일본보다 중국이 더 싫다 추천 일본이 더 싫다 반대.,0
기안이 젤 웃김.,0
hate-speech 국빵부네.,1
얼씨구씨구 들어간다 절씨구씨구 들어간다 작년에 왔던 각설이 죽지도 않고 또 왔네~~.,0
느개비 인증해라 hate-speech야 ᄏ빤스충 hate-speech야 ᄏ.,1
사정이 있겠지.,0
요즘 남자들 너무 불쌍해.,1
hate-speech.,1
사귀고 나서부터 재미없다.,0
hate-speech 미쳤구나.,1
장관과 그의 아들 하나가 이렇게 군대를 다 망치는구나! 참 어처구니가 없다.,0
유재석 따까리 하하 너 정말 많이 컸다.,1
구찌 화보 촬영 중으로 찍으셨나 보네요~ 멋져요 ^^.,0
내 jot이나 까먹었어.,1
설리 최고 하고 싶은 대로 해 그런 모습 좋아 당당함 앞으로도 더 이쁘더라.,0
딸년하고 같은 나이에 이게 무슨 A C.,1
솔직히 얘 왜 욕먹는지 전혀 이해 안 됨 진지 빨면서 공부 못하면 기술 배워서 공장이나 가라 이런 식도 아니고 그냥 농담하듯이 드립 날린 걸 쿵쾅이들이 단체로 마녀사냥하듯이 너무 공격하는 거 같음 영상 보면 별거 아닌데 기사 내용들이 너무 자극적임 직업 합리화 이런 식으로 써대니깐 그냥 아무것도 모르는 사람들은 거기에 선동 당하는 듯.,1
정준영도 협박 당하고 있을지 모르지.,0
이준이랑 연애 중 아니었나? 언제 헤어졌대?.,0
하아 경리가.,0
화사 같은 얼굴이 어떻게 아이돌이고 연예인일 수 있지?.,1
이쁜 부부 ♥.,0
할배이네 먹을 나이 됐다.,1
삶은 소대가리 나타나더니 이제는 대가리 철심 박은 놈이 나타났네 철심 박혀 있으니 가족한테 쌍욕이나 하지 삶은 삶은 대가리가 무식하냐 대가리 철심 박은 놈이 무식냐 누가 더 무식한가요?.,1
진짜 이 세상에서 중딩이 제일 맛있음.,1
요즘 나비탕 잘 안 팔네 각자 개성에 맞게 키우면 되지 뭘 그리 홍보질인데 무슨 아이돌 빠순년인 줄 알았네 ᄏᄏ.,1
국산차 이제는 좋긴 하다 수입 차에 비해 국내 자동차 생산국인 나라치곤 가격이 좀 비싸다 귀족 노조 때문이기도 하지만 ^.,0
남자 주인공이 이정재였으면 어땠을까.,0
무슨 콘셉트인 건지 나만 이해 못 하는 건지.,0
여기 hate-speech 웃긴 게 욕하는 욕도 없고 그냥 18킬로 찌우다니 대단하다란 글밖에 없는데 댓글이 찔리는 건지 누가 봐도 여자라 그러네 그러니까 안 먹어도 되는 욕을 먹는 거다 hate-speech들아.,1
축하축하 친구 3인방 안부도 궁금하네요~~ 정말 재밌게 봤는데.,0
왜 대학 cc를 하면 안 되는지 연예인들이 보여주네 ᄏ 남자는 개인적인 일에 대해서 침묵하고 싶어 하지만 여자가 여기저기 떠벌이면서 남자 쓰레기 만듦.,1
그냥 아예 hate-speech인데 뭐 이렇게 혓바닥이 길어.,1
늙은 남자는 사회악이다 생각이란 게 없다.,1
대부분 그러다가 나중에 감 그래서 hate-speech 존 같은 거.,1
영화는 영화다 영화 자체로만 보길 댓글 잡소리 시끄럽네.,1
남자들 열폭 심하네요 여자들 눈에는 알베르토 그냥 잘생기고 멋있고 능력 있고 인성 좋고 똑똑한 남자로 보임 ^^.,1
그래도 외모도 괜찮고 끼도 있으니 다른 분야에서 활약할 수 있을 거임 20대 중반이면 아직 한창이다.,0
저 엄마는 범인이 음주 운전 했다는 사실보다 본인이 아이를 실내로 데리고 들어가지 않았다는 죄책감에 평생을 살겠지 진짜 너무 마음 아프다 hate-speech들아 너네가 술 먹고 어디서 사고 나서 혼자 쳐 죽는 건 아무도 신경 안 써 근데 다른 사람한테 피해를 주잖아 그냥 피해가 아니라 생명과 직결된 거라고~~~~ 진짜 술 먹고 운전 좀 하지 마 제발 이 hate-speech 같은 것들아.,1
볼만했습니다당슬펐어요.,0
강력한 부동산 정책 계속 내놓으면 나중에는 부동산 국유화 나오겠네.,1
아니지 설아 진우가 잘되면 친구로서 태랑이도 힘듦 윤박이라는 배우가 필요 없어짐 고로 설아 진우는 이어질 수 없음.,0
머리카락을 아프게 잡아당긴 거임? 뭐 땜에 그런 거임?성추행식으로 변태같이 머리만 짐? 아 뭐 영상이 없으니 뭐가 잘못된 건지 알 수가 있나.,0
남자 연예란에 들어가 악플 쓸 바에 경제 정치란에 들어가 불나게 토론하거나 게임만 옜나게 한다 여자 연예란에 들어가서 악플 쓸 바에 경제 정치란에 들어가 불나게 토론하거나 게임만 옜나게 욕한다 또는 옜나게 빨아 재낀다 지능은 누가 더 낮을까? ᄏᄏᄏ.,1
투구수 아껴 주지 ᅮᅮ 관리 잘해서 메이저 리그에서 보는 날까지 응원합니다!.,0
기안 빠는 한남 = 한 냄퇘지 쿵쾅이들.,1
솔직히 남자들 사이에서 저런 거 올리면 욕하기도 그렇고 좀 가만있게 될 거 같다.,0
유튜브에서 석가머니 검색해 보세요 나오네요.,0
이상봉 아니죠 홍섭천 아니죠 사랑이 다른 사랑으로 잊혀지네.,0
hate-speech 방송국 그걸 또 최자 욕하는 hate-speech들 캬악퉤.,1
윤종신 사랑해 늘 행복하자 ♥.,0
ᄇᄀᄒ 정부 때 사찰 관련해서 ᄌ.,1
난 hate-speech들이랑은 섹스 안 함.,1
이 기자 개독인가? 헬퍼거 사실주의 개독을 표현해서 빡치셨나? 혐오스러우면 안 보면 됨.,1
7등급 이하는 레알 자기 손을 용접하지 절대 일 못 함.,1
불법 놈이랑 박었어야지.,1
댓글을 보니 성유리는 아직 대세가 맞네.,0
제대로 교육시켜 내보내다는데 아직 보기 미숙한가 보지 일단 방송 나와 이름 알렸고 더 발전돼서 나감 되는데 무슨 소송(?) 별로 갑질보단 신중해 보임.,0
저런 새끼는 그냥 무인도에 조두순이랑 둘이 살게 해라.,1
개그맨 김경민 닮은다고 나만 느낌?.,0
악플러들은 잡아 족쳐야 되지만 실명제? 실명제가 뜻하는 게 뭔지나 알고 말하는 건가? 여기가 중국이야 북한이야.,1
이번 주 엄청 재미졌음!.,0
진심 기사 읽고도 갸우뚱함 이게 사과할 일인가요? 화가 나신 분들은 대체 뭐가 불편하셨어요? 팬이라는데 유부남이고 유부녀고 뭐가 중요?.,0
돈 내고 받아 씁생이들이야 500조.,1
이러다 개천절에 또 정신병자들 광화문으로 튀어나오면.,0
다 자기 업보예요 김구라가 그렇게 조언해 줬는데 ᅲ 이제는 행복하세요.,0
대단하다 정부 차라리 3.,0
보집물 맛보고 싶다.,1
맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남퇘지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자 아이돌 황민현 나오니깐 화면이 달라지는 거다~~ 그냥 보는 거 자체가 재밌음 ᄏᄏ 역시 남자는 잘생기고 어리고 능력 있고 봐야 함~~.,1
역시 헬조선에선 금수저로 태어나야 해!.,0
북한 남자 10에 9은 동성색스 해봤을 거다.,1
ᄏᄏ 개웃기고 있네.,1
문재인 탄핵 떠드는 젊은이가 더 많다.,0
hate-speech들 때문에 지금 전 세계 경제가 폭망인데 코로 끝나고 어떡해 나오나 보자 hate-speech들.,1
hate-speech.,1
동성이면 어떻고 연상이면 어때 둘이 좋다는데 쓸데없는 일이 에너미 쓰지 말고 날 추워지는데 취약계층과 유기동물 걱정이나 합시다.,0
설리 공격하는 건 돼지 년들 아니냐?.,1
원숭이 새끼들.,1
천박스럽다 뭘 굳이 수영복 입은 몸을 공개까지 저런 마인드 며느리 ᄂᄂ.,1
촬영 중에 죄송 엽기에 가깝다 앞으론 정신 감정하고 캐스팅 시켜라~.,1
파시즘! 독일 나치 hate-speech이랑 동급! 이 기분으로 민주주의를 떠드는 파시스트 hate-speech 새기들!.,1
신 상품 생산도 아니고 이런 거 이젠 싫다 왠지 애들이 제품이 된 느낌이야.,0
홍어들은 씨를 말려야 함.,1
어휴 좀 더 어린 분 만나서 결혼하시지 ᄏᄏ 어휴 2세 안 볼 거예요 건모형 여자 나이 40이면 끝난 거예요 병원 가서 검사부터 받아 보세요 임신 가능한가?.,1
도가 넘었다.,0
무뇌 문재인.,1
아기가 뭐 다 똑같이 이쁘기는 ᄏᄏ.,0
이순재 님 배우자 입장에서 많이 불쾌하셨을 듯 제 3자가 봐도 불쾌한 것이.,0
실정에 맞게 베껴야지 북유럽 해가 짧다고 창가에 가구를 배치? 반도에는 맞지 않는 거잖아.,0
사이다입니다.,0
너무 안타깝다.,0
진짜 난해하다 ᄏᄏ 저걸 왜 돌리는 거야?.,0
총체적으로 정신 나간 집단들.,0
아빠 닮았네.,0
무현이는 인권이 없는 거야?.,1
도대체가 생각이 있는 애야 뭐야 부끄런지도 모르고 아예 벗지 그래 말세다.,1
전혀 안 닮았는데 ᄏᄏ 보고 헷갈려야 베꼈다 우기는 거지 순간적으로 봐도 구별 가능하잖아.,0
회가 거듭될수록 오글거리고 유치해지는 듯.,0
김흥국 불쌍하다 진짜 뭔가 계속 터지는 게 일부러 누가 그러는 듯.,0
아직도 씨를 말려야 할 정도의 머리를 가지고 댓글다는 분들이 있네.,1
관람의 90프로 이상이 이해 못 하는 영화를 감독 탓이 아닌 관객 탓으로 돌리는 안타까운 사람들~~~~~.,0
hate-speech 보빨련 맞아 먹어라 이거야.,1
못 배웠으니 저러지 ᄍᄍ 수준 알 만하다.,1
좋은 기사 감사합니다.,0
미친.,1
본인들이 한 대잖니 누가 등 떠밀었니 절대 나오지 마라 짜증도 싫다 여론 간 보는 것들.,0
대깨문은 사람이 아니지요.,1
오늘은 너로 정했다.,1
보살 언니 진심 축하.,0
너하고 원나잇 한 개 원인이구나 미안하다 하지만 널 봐줄 순 없다 내 아내가 부자야.,1
클라라 같이 생겼음 저 정돈 누릴 만하지.,0
별 희한한 년이네 ᄏ.,1
정말 꼴 보기 싫다.,1
맞아ᄒ 짤이라도 캡처해 놓고 hate-speech 해라 hate-speech복하지 말고.,1
중국인들은 정말 훌륭하네요.,0
김승현 가족은 이제 그만 하차해도 될 듯.,0
니 애미씨 발년.,1
난 이 배우만 보면 우리 엄마가 생각나더라 볼 때마다 슬퍼진다.,0
난 이거 알고 나서가 더 소름이었다.,0
이 드라마에서 정상인 사람 딱 한 명만 고르면(?) 미란인가 ᄏ.,0
쩔뚝거려 걸어봐 ᄏᄏᄏ.,1
눈이 부시게 재미있게 봤어요~!.,0
왕진진 부인 낸시랭 님 결혼 후 더 이뻐지셨네요 ᄒᄒ 왕진진 낸시랭 알콩달콩 이쁜 사랑 하시면서 오래오래 행복하게 잘 사세요 ᄒᄒ 과거는 잊어버리시고 둘만의 행복을 찾아요 ᄒᄒ 그리고 네티즌 말 신경 쓰지 마세요.,0
아이고! 같은 강동구 주민이네요~~~~ 한번 먹으러 가야겠어요.,0
아니 근데 사실 방송 타고 하면 골목상권으로 좁아서 생각 안 해도 되지 않나? 9000원으로 먹는 건 그쪽 동네 사람들이 아니라 전국 각지에서 몰려온 사람들이잖아.,0
언니 멋져요 소두다 소두.,0
이건 무슨 dog 10sound냐~?.,1
대깨문과 댓글 알바청 조선족 짱꼴라들이 대한민국 여론에 쥐락펴락하고 있음~ 바퀴벌레 같은 것들.,1
유리 언니 마리텔부터 좋아했었는데 결혼 다신다니 정말 축하드립니다 ᅮᅮ 정말 행복하셨으면 좋겠어요 두 분 행복한 부부 생활 보내세요.,0
장모님께는 자식 된 도리를 해야 하고 어머니께는 자식 된 도리 따위는 필요 없고? 아직 많이 어린 거 같음 엄마가 또 상처받길 원치 않는 마음은 알겠지만 말은 함부로 내뱉는 게 아님.,0
90년대 만들어진 삼성 가로본능폰이랑 뭐가 다른 거지? 그냥 돌아가는 햄버거 폰인가?.,0
음악 퀄은 아직도 3사 중에선 오이지야 음악 뮤비 무대 돈을 안 아껴.,0
싼 티 줄줄.,1
설리가 이뻐서 질투하는 한녀들 겁나 많네 ᄏᄏ 이쁜 게 부러우면 부럽다고 해.,1
제보자를 협박하네 무섭다 절대 권력 ᅲ.,0
세젤 예 넘나 잘 보고 있고~ 이상우 씨 소연 씨 나오는 드라마는 재미를 떠나서 무조 봄~.,0
음.,0
마지막 짤 7명이 빅딜의 시작점인 듯.,0
황지현 송혜교 강소라 손예진.,0
김 현미 대단하다 꼴통 년.,1
? 그냥 눈 화장 색이 변한 거 같은데.,0
빨렙들이 퍼오는 정치 글들 제목 보기만 해도 역겨움.,1
이럴 바에 분리되 있더라도 2 스크린 하지 hate-speech같이 가로본능은 뭐야? 이딴 거 기획한 놈이나 결제한 놈이나 상식이 없네 ᄏᄏ.,1
상수 형님 성공 케이스지 hate-speech나 부럽다고 해라 걍.,1
삼성전자 부장으로 퇴사했는데 떡볶이 장사한다고? 말이 됨? 글로벌 초대형 기업 디렉터급 출신이 퇴사했다고 할 일이 그것밖에 없냐? hate-speech 멍청한가 보네.,1
에라 이게 대한민국 대통령이냐? 김정일이 자식 같은 놈에게 코 꿰어 국민들 모르게 수천 억 가져주고도 고작 대우받는 게 이것이며 니 딸년 같은 년이 한마디 한다고 쪼르르 다라주는 이런 개같은 인간이 어찌 대한민국 대통령이냐? 나 같으면 한강하구에 가서 양잿물 먹고 자살한다.,1
배성재 저놈이 저러니깐 더 이상하다.,1
노트 20도 두껍다고 욕먹었는데 노트 20보다 별로 안 두껍다고 hate-speech을 쳐 하고 있네 ᄏᄏ 걍 사업 접지 그래? 어차피 20분기 연속 적자 뻔한데 ᄏᄏ.,1
저런 쓰레기를 보는 것들도 쓰레기네!.,1
대마보 박태환 얼굴에 철판을 깔았구먼.,1
한녀글 험담 악플 뒷다마 없인 못 사는 존재들이지.,1
언니들 또 불편해?.,1
누구신지 ᅲᅲ.,0
윤은혜와 아직 연락할까요?.,0
은파도 노답.,1
보겸이 인정 안 하고 버티다가 치요점주가 자백해 버림 ᄏᄏ 보겸 코미디 찍는 줄 ᄏᄏ.,0
hate-speech 정말 큰일 낼 짐승이네.,1
이때 그들은 몰랐다 지옥에 갈 줄 몰랐다.,0
와.,1
재미없어요 기대한 것보다 못함.,0
김정일 씨 마음 이해가 갑니다 하필 아이돌하고만 계속 찍어서 괜히 배우 이미지만 망가짐 그런 면에서 박서준은 머리 잘 쓴 거지 아이돌이랑은 안 찍잖아 첫 드라마부터 송지효랑 찍었으니.,0
듀얼 스크린도 벽돌 들고 다니는 느낌 참 훌륭하다 삼성에서 좀 스카우트 좀 해라.,0
강의력도 없고 얼굴만 믿고 깝치는 거라 더 hate-speech 같음.,1
한혜진한테 사전에 오케이 받았겠지 박나래 짬이 얼만데 경솔하게 하겠냐 ᄏᄏ.,0
제익이 형님이 나오다니 ᅮᅮ 굿.,0
박보검은 평범한 기독교 신자입니다.,0
근데 진짜 궁금한데 안재환이 자살을 했는데 왜 정선희가 욕을 먹는 거죠? 정말 궁금해서 그래요 타살이어서 그런 건가요? 빚 때문에 스트레스 받아서 자살을 한 건데 남아 있는 사람이 욕먹어야 하는 이유가 정말 궁금해요.,0
짱깨 말은 다 구라 ᄏᄏ.,1
대은아 혹시나 협박 받고 있거나 약점 잡힌 거 있으면 내년 크보 첫 선발 경기에서 보크 해.,0
원 테이블의 결론: 결국은 맛보단 이쁜 거!.,0
연예계 인맥이 워낙 좋아서 복귀 가능할 듯~.,0
확실히 17화 이후로 전형적인 김치 드라마 됨.,1
말도 안 되는 개소리임 ᄏᄏ 컴퓨터 쪽 지식 조금만 있어도 개소린 거 앎.,1
건우 계속 대장 때리고 있네 ᄏᄏ.,0
1억도 안 아깝다 ☝️☝️☝️☝️.,0
류이호 나온다 꼭 봐야지.,0
너희들 알바들 닭 빨고 진 빨고 중국 빨고 그때그때 빠는 새끼들임 닭이 친중하면 중국도 빨고 오성홍기절하고 아님? 억울하면 논리로 반박을 해 ᄏ.,1
