content,label
"['가다', '뒤지다', '새끼', '들', '성매매', '마약', '돈', '관련', '되다', '애', '들', '뒤지다', '거', '도둑', '강도', '들', '많다', '터미널', '역', '부근', '빼다', '쟤', '네', '일반', '관광객', '들', '안', '건드리다', '그리고', '뒤지다', '처', '맞다', '애', '들', '대부분', '필리핀', '애', '들', 'hate', 'speech', '무시', '하다', '그렇다', '경우', '많다', '재래', '네', '비록', '못', '살', '한국인', '열등하다', '똥', '송해', '자존심', '세다', '애', '들', '많다', '못', '배우다', '한국', '새끼', '들', '가다', '지다', '뭐', '좀', '되다', '줄', '알', '필리핀', '애', '들', '무시', '종', '부리다', '대하', '역', '쟤', '네', '이제', '한국', '애', '들', '무시', '만만하다', '보다', '거임']",1
"['난', '그래도', '외제차', '사다']",0
"['볼', '하다', '당', '슬프다']",0
"['중국', '말', '하다', '거임', '짱깨', '국', '무료', '의료']",1
"['보고', '느끼다', '것', '레미본야스키', '사진', '씹다', '간지', '최홍만', '브록', '경기', 'hate', 'speech', '기대하다', '김민수', '누구', '대체', '돼다', '너무', '아쉽다', '기억', '홍', '타이슨', '언제', '만나다']",1
"['차다', '생기다', '대로', '노', '진짜', '구', '제', '불능']",1
"['hate', 'speech']",1
"['이해', '안', '되다', '게', '문제', '아니다', '아예', '중간', '쯤', '포기', '하다', '되다']",0
"['만화', '만화', '보지', '못', '하다', '씹선비', '들']",1
"['한지민', '너무', '호감', '임']",0
"['내', '나이', '쉰', '네', '살', '순간', '순간', '옛', '기억', '떠오르다', '때', '부끄럽다', '나', '혼자', '몸', '오그라들다', '때', '있다', '공', '배우', '님', '그렇다', '느낌', '아니다', '요']",0
"['아', '이', 'hate', 'speech', '말귀', '못', '알', '먹다', '수학', '허다', '접', '게', '아니다', '하다', '번', '배우다', '단순', '입시', '수학', '밥', '벌다', '먹다', '강사', 'hate', 'speech']",1
"['게이', 'sek']",1
"['나', '이해', '어려움']",0
['이쁘다'],0
"['이', '노래', '들다', '옛날', '생각나다', '제', '초', '1', '때', '엄마', '몰래', '이벤트', '하다', '누나', '거울', '보다', '조용하다', '연습', '하다', '그때', '수줍다', '못', '하다', '게', '속상하다', '7년', '지난', '지금', '어머니', '6년', '전', '돌아가다', '정말', '후회되다', '정말', '후회되다', '시간', '되돌리다', '싶다']",0
"['아무리', '나이', '어리다', '남편', '존중', '하다', '줄다', '아기', '태어나다', '남편', '한', '데', '너', '하니', '정말', '듣기', '거북하다']",0
"['hate', 'speech']",1
"['레디', '효은', '못', '하다']",0
"['젤', '오른쪽', '신동', '슈퍼쥬니어', '리메이크', '무대', '몸매', '신동']",0
"['대구', '경북', '당선', '조건', '매국노']",1
"['hate', 'speech', '멍청이']",1
"['1', '불다', '눈', '썩다', '거', '같다', '2', '부', '보다', 'hate', 'speech', '웃기다']",0
"['그렇다', '죗값', '치우다', '되다', '그리고', '다시', '방송', '보다']",0
"['그렇다', '정용화', '사과', '하다']",0
"['짱깨', '쪽발', '민폐', '나라', '사이', '찡', '겨', '고생']",1
"['보다', '훨씬', '나쁘다', '새끼', '들', '말', '이']",1
"['꺼지다', '뚱녀', '새', '끼', '들', '웹툰', '판', '망치', 'hate', 'speech']",1
"['동티', '모르다', '단어', '왤다', '캐', '웃기', '말', '하다', '게', '너무', '웃기다']",0
"['조민아', '씨', '건강', '꼭', '회복하다', '좋다', '아프다', '살', '빠지다', '나', '아무', '상관없다', '사람', '도', '너무', '걱정', '되다']",0
"['글', '쓸다', '놈', '내일', '자살', '하다', '좋다']",1
"['아기', '뭐', '다', '똑같이', '이쁘다', '기다']",0
"['원작', '변형', '충실하다', '하다', '외모', '지상', '주의', '비판', '더', '가깝다', '만들다', '영화']",0
"['오우', '사건', '본질', '전혀', '관련', '없다', 'TMI', '빠르다', '대응', '하다', 'yg', '클래스', '불변']",0
"['범죄자', '들', '큰소리치다', '개', '같다', '나라']",1
"['임현주', '넘다', '귀엽다', '매력', '적', '것', '같다']",0
"['별', '그대', '신성록', '너무', '타격', '커서', '나긋하다', '목소리', '어색하다']",0
"['결혼식장', '술집', '걸', '들', '8', '명', '오다', '신부', '9', '번', '째', '입장']",1
"['이제', '넌', '조', '되다', '거임']",1
"['지금', '바로', '하다', '가다', '쌩유']",0
"['hate', 'speech', '완전', '악마', '군']",1
"['아', '원작', '보고', '가다', '결말', '진짜', '쿠', '애니메이션', '어색하다', '줄', '알다', '지루하다', '않다', '몰입', '감', '좋다', '재밌다']",0
"['아니다', '그', '공부', '하다', '하다', '갖다', '용접', '하다', '되다', '거', '아니다', '철', '알루미늄', 'hate', 'speech', '게', '용접', '하다', '보다', '붙다', '않다']",1
"['하다', '아버님', '걱정', '말다', '김', '박', '씨', '대부분', '짝퉁', '이다']",0
"['hate', 'speech', '도', '잘만', '가다']",1
"['티라노', '마지막', '엠파이어', '스테이', '트', '빌딩', '위', '깽판', '치', '전투기', '공격', '죽다', '처절하다', '게', '눈물', '나다']",0
"['여자', '들']",1
"['도대체', '생각', '있다', '애', '뭐', '부끄럽다', '모르다', '아예', '벗다', '그렇다', '말세']",1
"['높다', '수요', '인하다', '실력', '없다', '사', '명감', '뛰어나다', 'hate', 'speech', '들다', '의사', '남다']",1
"['아니다', 'hate', 'speech', '아내', '댓글', '앞', '페이지', '예지', '누나', '이쁘다', '물다', '니', '니', '입', 'hate', 'speech', '생기다', '왜', '시비', '그리고', 'hate', 'speech', '같이', '생기다', '누나', '어떻다', '딸', '잡다']",1
"['그래서', '하다', '달', '2억', '번', '달다', '얘']",0
"['4년', '동안', '대한민국', '해충', '들', '진', '면목', '나오다', '만큼', '나오다', '다음', '이', '해충', '들', '하다', '번', '박멸', '하다']",1
['극혐'],1
"['이유', '없이', '니', '생각', '나', '논리', '생각', '잘', '하다', '말', '한다는', '거', '자체', '무식하다', '못', '배우다', '지능', '달리다', '주의력', '부족하다', '거임', '인간', '다른', '사람', '분석', '력', '주의력', '같다', '지적', '능력', '좋다', '성공하다', '인생', '살다', '거', '맞다', '않다']",1
"['오다', '바르다', '인성', '자라다']",0
"['꼬시', '꼬수워', '노가다', '세', '끼', '제발', '좌파', '해', '쪽', '파다']",1
"['유리', '언니', '마리텔', '좋아하다', '결혼', '다시다', '정말', '축하', '드리다', '정말', '행복하다', '좋다', '두', '분', '행복하다', '부부', '생활', '보내다']",0
"['김정은', '더', '싫다', '짜파구리']",1
"['난', '정인선', '30', '대다', '중후', '반', '보다', '91년', '어이없다', '81년', '아니다']",1
"['이렇다', '식이', '한', '입', '깨물다', '사과', '백설', '공주', '원조', '데']",0
"['나이', '많이', '치다', '먹다', '늙다', '송중기', '뭐', '순수하다', '확실하다', '않다', '찌라시', '내용', '또', '여자', '연예인', '머리', '채', '오지', '치다', '잡다']",1
"['구혜선', '씨', '미우다', '새', '미리', '양해', '구', '하다', '누가', '무책임하다', '모르다', '보기', '얌전하다', '성격', '좋다', '보이다', '완전', '가식', '이다', '봄']",1
"['예상', 'hate', 'speech']",1
"['착하다', '마녀', '전', '엄청', '매력', '있다', '왜', '인기', '없다', '자다', '모르다']",0
"['아무리', '연기', '해도', '그', '눈빛', '보다', '어느', '정도', '느끼다', '수', '있다', '사귀다', '하다', '표', '키스신', '무지', '많다', '없다', '감정', '생기다', '듯', '자다', '어울림']",0
"['염정아', '이태란', '죽이다', '듯', '싶다', '이태란', '죽', '저', '죽다', '질투', '화신']",1
"['너희', '들', '안전하다', '다', '치다', '먹다', '하다', '니', '들', '다', '치다', '먹다', '진짜', '일본', '놈', '들', '저러다', '쓰레기']",1
"['저', '위', '더럽다', '것', '하다', '놈', '하다', '년', '사진', '내다']",1
"['이렇다', '애', '들', '평생', '남욕', '하다', '사회', '순환', '멈추다', '하다', '동맥경화', '같다', '척결', '1', '순위']",1
"['난', '네', '기사', '싫다', '그만', '나오다']",0
"['돌아다니다', '목탁', '치다', '스님', '꿀밤', '때리다', '싶다']",1
"['딸', '정말', '매력', '있다', '보이다', '모델', '자라다', '듯']",0
"['강현석', '잘', '못', '하다', '친구', '자다', '거', '하나', '없다']",0
"['PD', '가다', '젤', '불편하다', '민노총', '장악', '좌빨', '방송', '이제', '박원순', '미화', '하다']",1
"['시즌', '3', '은', '자다', '모르다', '가수', '들', '나오다']",0
"['티브이', '조선', 'hate', 'speech', '게', '띄우다', '주다']",1
"['방송사', '들', '적페들', '많다', '정권', '바뀌다', '함', '엎어', '좋다', '자신', '있다', '아무', '사고', '안', '착하다', '연예인', '들', '방송', '섭외', '자다', '안', '되다', '왜', '그렇다', '피디', '방송', '담당자', '들', '그', '나물', '그', '나물', '그렇다']",1
"['그냥', '하다', '해도', '15년', '하다', '황하나', '물든', '거지', '박유천', '좀', '그만', '보다', '보다', '본질', '승리', '마약', '정경', '유착', '썩다', '정부', '아니다']",1
"['오다', '비주', '얼', '엄청나다', '커플']",0
"['지연', '가수', '활동', '하다', '건', '프로', '임', '혼자', '솔로', '하다', '때', '포스', '보다', '요즘', '아이돌', '포스', '다르다']",0
"['hate', 'speech', '만', '베', '받다', '것', '중', '차리다', '아들', '김대중', '싸우다', '거', '파이날판타지', '게임', '이용', '하다', '합성', '거', '그거', '부캐', '동원', '7', '개', 'hate', 'speech', '준', '거', '생각나다']",1
"['제', '몸', '첨견', '말', '자', '멋', '있다']",0
"['아줌마', '들', '여자', '연예인', '하나', '잡다', '물어', '뜯다', '날리다', '나다', '주접', '그만', '뜨다', '잠', '자세', '얼굴', '가지', '못', '되게', '생기다', '그', '쪽', '얼굴', '자다', '관리', '하다', '수사', '경찰', '알다', '하', '아', '그리고', '아줌마', '들', '지금', '자다', '피부', '상하', '팩', '하', '고자']",1
"['오다', '이쁘다', '가을', '스튜디오']",0
"['근데', '군인', '22시', '이후', '외출', '불가능', '아니다', '군법', '아니다']",0
"['솔직하다', '지금', '외압', '따라서', '중국', '별로', '호응', '없다', '것', '보이다', '거지', '실제', '중국', '사람', '들', '밥', '누나', '이야기', '안', '하다', '정해', '제대로', '일', '내다', '정해', '한류', '별로', '떠오르다', '중이', '대한민국', '남자', 'No']",0
"['성현아', '얼굴', '되게', '이쁘다']",0
"['근데', '배달', '비', '소비자', '다', '내다', '경우', '거의', '없다', '업주', '일부', '낼', '업주', '입장', '배달', '직원', '쓸다', '때', '나가다', '돈', '대행', '업체', '쓸다', '때', '나가다', '돈', '비교', '하다', '되다', '거', '아니다', '젤', '크다', '문제', '제품', '가격', '매장', '비싸다', '처', '받다', '배달', '비', '받다', '처', '먹다', '새끼', '들']",1
"['요', '짐', '애', '들', '다', '이쁘다', '저렇게', '생기', '기도', '힘들다', '꼴', '연예인']",1
"['이', '말', '사다', '좋다', '만약', '그렇다', '도티', '님', '이', '문제', '자다', '헤치다', '나가다', '좋다', '그리고', '허위', '사실', '들', '사라지다', '기르다']",0
"['도희', '없다', '그', '런가']",0
"['나', '때', 'SSKK', '아니다', '살기', '힘들다', '난', '5년', '하다', '추노', '하다', '이민', '함']",1
"['뻔', '뻔하다', '장례식', '왜', '함']",1
"['안현모', '아깝다', '하다', '나이', '36', '그리다', '아깝다', '것', '없다']",0
"['이', '것', '본래', '중국', '습성', '이다', '그냥', '본인', '들', '생각', '다르다', '우루루', '몰리다', '물어', '뜯다', '보다', '것']",1
"['짜파구리', '진짜', '저렇게', '집단', '적', '여기저기', '테러', '넣다', '양심', '없다', '삶다', '없다', '새끼', '들', '툭', '하다', '좋다', '카카오', '중심', '댓글', '달', '여기', '원정', '오다', '시비', '거', '클래스', '역시', '한국', '이', '정도', '되다', '광신도', '아니다']",1
"['너무', '재미없다']",0
"['맞다', '안', '나오다', '재미없다', '거', '같다']",0
"['해머', 'hate', 'speech', '세고', '나머진', '쓰레기']",1
"['진짜', '야설', '보다', '줄', '이렇다', '걸', '올리다']",0
"['이민호', '손가락', '밥큐', '날리다', '줄']",0
"['한남', '한남', '하다', '것', '당연하다', '설리', '억울하다', '피해자']",1
"['진짜', '어제', '보고', '오다', '거짓말', '하나', '안', '달', '노잼', '이', '더', '요즘', '영화', '정말', '없다', '하다', '보구', '하다', '느낌']",0
"['정준영', '사형', '시키다', '그리고', '목', '매', '병신']",1
"['삶다', '소', '대가리', '나타나다', '이제', '대가리', '철심', '박다', '놈', '나타나다', '철심', '박히다', '있다', '가족', '쌍욕', '하다', '삶다', '삶다', '대가리', '무식하다', '대가리', '철심', '박다', '놈', '무식', '누가', '더', '무식하다']",1
"['양키', '가다', '양키즈', '빼다', '자다', '던지다', '류', '최고', '이다']",0
"['문', '돼지', '그만', '처무', '처무', '하다', '네', '딸', '자다', '챙기다', '먹이다']",1
"['교활하다', '놈', '황', '구라', '있다']",1
"['와우', '멀티', '캠', '계란', '형', '스케일', '오다', '진짜']",0
"['아가', '미안하다', '좋다', '곳', '가렴', '사형제', '부활', '돼다', '좋다', 'hate', 'speech', '들다', '천지', '이다']",1
"['난', '사투리', '쓰다', '남자', '싫다']",1
"['모이', '말다', '2', '미터', '거리', '두기', '안', '하다', '다닥다닥', '붙다', '뭐', '하다']",0
"['jyp', '구내식당', '진짜', '모든', '회사', '들', '중', '가다']",0
"['라이', '개잡', 'x', '의', '새', 'x', '이렇다', '놈', '죽', '때', '술', '처', '먹이다', '돼다']",1
"['이쯤', '되다', '3년', '버티다', '안재현', '대단하다', '생각', '들다']",0
"['여기다', '군대', '얘기', '하다', '쓰레기', '들', '없다']",1
"['자살', '하다', '말다']",0
"['회사', '잘리다', '욕', '처', '먹다', '좀', '있다', '개인', '스케줄', '만남', '소원', '하다', '이별', '하다', '거', '뻔하다', '저', '것', '가수', '댄서', '댄서', '들', '끝', '99', '프로', '새드', '엔딩', '그리고', '철', '없다', '너무', '없다']",1
"['이', '모현', '피디', '실망', '편집', '이딴', '식', '하다', '당신', '손', '사람', '목숨', '오다', '가다', '하다']",0
"['윤총경', 'vip', '수사', '의지', '없다']",1
"['이효리', '옥주현', '이진', '성유리', '캬', '핑클', '다시', '티브이', '보다', '너무', '기대']",0
"['한국', '김치', '녀', '들', '입김', '너무', '세다']",1
"['예전', '외모', '똑같다']",0
"['다른', '건', '모르다', '모든', '의혹', '해소', '되다', '때', '방송', '퇴', '출하', '게', '맞다', '듯', '하다', '모든', '의문', '해소', '되다', '때', '방송', '퇴', '출하', '게', '맞다', '듯', '하다']",0
"['진짜', '개극혐', '직업', '레알']",1
"['재미없다', '기대하다', '것', '못', '하다']",0
"['또', '튀다', '5', '번', '팬츠', '런', '기록']",1
"['hate', 'speech', 'hate', 'speech', '지다', '이야기', '치다', '하다', '있다']",1
"['역시', '대한민국', '여자', '답', '남태현', '부실부실하다', '보이', '의지', '약하다', '보이다', '다른', '김치', '남', '들', '몸', '부서지다', '돈', '벌', '것', '같다', '않다', '핑계', '뻥', '차', '버리다']",1
"['맨날', '새벽', '네다섯', '시', '피시방', '앉다', '노력', '안', '하다', '신세', '하다', '타다', '나', '하다', '있다']",1
"['하다', '보다', '안', '돼다', '아시', '발', '지다', '그렇다', '하다', '걍', '쓰러지다', '있다', '거', '같다']",1
"['노트', '20', '도', '두껍다', '욕먹다', '노트', '20', '보다', '별로', '안', '두껍다', 'hate', 'speech', '치다', '하다', '있다', '걍', '사업', '접지', '그렇다', '어차피', '20분', '연속', '적자', '뻔하다']",1
"['넘다', '예쁘다']",0
"['솔직하다', '슴', '다', '끄다', '궁둥이', '살', '다', '보이', '노출', '과', '싸다', '티', '나', '보이다', '건', '맞다', '하지만', '므흣할', '뿐']",1
"['철제', '의자', '보기', '멋있다', '불편하다']",0
"['민', '이', '먹방', '하다', '좋다', '민', '너무', '사랑스럽다']",0
"['부자', '들', '다', '이민', '가면', '개돼지', '들', '끼리', '최빈국', '다시', '살', '보다', '세금', '내기', '싫다', '이', '나라', '세금', '내다', '이민', '가다']",1
"['조만간', '얘', '들다', '적폐', '몰리다', '쩝쩝', '이이', '싫어하다', '6월', '5일', '다루다']",1
"['그렇다', '보다', '자기', '들', '일상', '이렇게', '자발', '적', '묻다', '않다', '일일이', '보고', '하다', '결식', '무슨', '유난', '그리다', '비공개', '하다']",1
"['산송장', 'hate', 'speech', '하다', '거', '보다']",1
"['원숭이', '새끼', '들']",1
"['폭동', '진압', '하다', 'hate', 'speech', '아']",1
"['강철', '브라']",1
"['하나경', '씨', '힘내다', '고집', '말', '상처', '받다', '않다']",0
"['송중기', '연상녀', '기', '빨다', '팍', '싹', '싹', '거', '헉', '왜', '이렇게', '늙음']",1
"['유튜브', '석', '멀다', '검색', '하다', '보다', '나오다']",0
"['05', '게이', '해빔', '소스', '못', '먹다', '보다']",1
"['hate', 'speech', '도', '풍년', '이', '구먼']",1
"['디자인', '무슨', '소용', '삼성', '그렇다', '아이폰', '그렇다', '전부', '케이스', '씌우다', '쓸다', '거', '면서']",0
"['인', '버전', '적용', '되다', '액션', '신들', '아직도', '기억나다', '진짜', '또', '보고', '싶다']",0
"['성추행', '기본', '살인', '청부', '서슴지', '않다', '민주당', '그렇게', '똥꼬', '헐다', '빨다', '만하']",1
"['차다', '예쁘다', '배우']",0
"['검찰', '개혁', '꼭', '해']",0
"['최수종', '가식', '적', '리액션', '넘다', '촌스럽다', '지금', '시대', '어느', '때']",1
"['오다', '요즘', '유튜브', '파스타', '영상', '찾다', '있다']",0
"['놀란', '감독', '영화', '팬', '이', '정말', '최고', '영화']",0
"['찔리다', '게', '있다', '기자', '회견', '하다', '역시', '변기', '맛']",1
"['hate', 'speech', '왜', '이르다', '성', '미칬구', '어리다', '것', '늙다', '수컷', '그렇게', '좋다', '자기', '들', '끼리', '해']",1
"['결론', '많이', '먹다', '서예']",0
"['어떻다', '년', '아주', '성격', 'hate', 'speech', '맞다']",1
"['서태지', '천재']",0
"['너무', '자다', '어울리다', '하다', '명', '전', '국민', '다', '알다', '비디오', '하다', '명', '클럽', '뽕', '맞다', '파티', '절대', '헤어지다', '마르다']",1
"['아들', '플', '란체', '하', '거나', '말다', '하다', '어머님', '젤', '힙', '하다']",0
"['오다', '적응', '안', '돼다', '맨날', '푸다', '짐', '신동', '보다', '다시', '찌다', '수도', '있다', '그래도', '대단하다']",0
"['호란', '언니', '파이팅', '하다', '음주', '지난', '과거', '앞', '멋지다', '인생', '살', '주다', '게', '팬', '들', '좋다', '모습', '보이다', '주다', '거']",0
"['유료', '광고', '포함', '쓰다', '기사', '내', '시오']",0
"['은', '멸치', '개념', '달', '나대다']",1
"['마', '옛날', '사진', '사다', '저', '시절', '돌아가다', '장가', '가야']",0
"['여성', '신문', '욕먹다', '걸', '좋아하다', '신문', '어그', '끌', '욕먹다', '위해', '기사', '쓰시', '듯']",1
"['동성', '이면', '어떻다', '연', '상이', '어떻다', '둘', '좋다', '쓸데없다', '일이', '에너미', '쓰다', '날', '추워지다', '취약', '계층', '유기동물', '걱정', '하다']",0
"['설마', '임신', '중', '짧다', '치마', '입다', '다니다', '개', '쓰레기']",1
"['네', 'hate', 'speech', '이', '투표', '하다', '오다', '닿다', '게', '있다']",1
['경솔하다'],0
"['또', '또', '발', '담그다', '문재인', '이', '아주', '찌질하다']",1
"['hate', 'speech', '같다', '멧돼지', '년', '들', '엄마', '설거지', '안', '도와주다', '지럴', '지럴', '골', '들다']",1
"['하', '할배', '또', '도망가다', '이', '걸', '붙이', '이해', '못', '함', '노', '리얼', '고', '지식', '타조', '머', '가리다', '임', '리얼', '딱딱하다', '게', '느껴지다']",1
['오다'],0
"['3', '시리즈', 'g', '70', '비교', '하다', '어디서', '아', '반', '때', '치다', '올리다']",1
"['진짜', '자', '다', '은', '하다', '게', '없다', '허수아비', '정당', '쓰레기', 'hate', 'speech', '같다', '새끼', '들', '밥', '버려지다']",1
"['기사', '속', '글', '읽다', '눈물', '나다']",0
"['김민규', '송형준', '이렇다', '애', '들', '실력', '비다', '진짜', '아니다', '듯', '폭망']",0
"['한때', '프로토스', '전설', '기욤', '페트', '리', '님', '축하', '하다']",0
"['저', '아', '재는', '중금속', '처', '먹다', '저', 'hate', 'speech', '남']",1
"['부르다', '지다', '거', '부르다', '멋지다']",0
"['너무', '인신공격', '자제', '들', '하다', '당신', '들', '뭐', '깨끗하다', '그래도', '일본', '해외', '알아주다', '톱', '클래스', '국내', '명예', '높이다', '가다', '만해', '주다', '좋다']",0
"['너', '원', '나잇', '하다', '개', '원인', '미안하다', '하지만', '널', '보다', '순', '없다', '내', '아내', '부자']",1
"['이', '드라마', '정상인', '사람', '딱', '하다', '명', '고르다', '미란']",0
"['중개사', '없어지다', '직업']",0
"['자영', '업자', '도끼', '가다', '소리', '들리다']",0
"['정말', '축하', '드리다', '그', '나이', '임신', '성공하다', '쉬다', '않다', '하늘', '도', '오다', '보다']",0
"['이', '한국', '여성', '들', '현실']",1
"['목포', '조폭', '이랬는데', '알', '말', '하다']",1
"['전화', '휴가', '연장', '하다', '개색', '들다', '민주당', '의원', '새끼', '들이다']",1
"['악플러', '들', '댓글', '캡처', '현아', '악플러', '고소하다', '때', '회사', '게시판', '첨부', '하다', '올리다', '줄', '당당하다', '무대', '빛나다', '바라다']",0
"['돈', '아깝다', '않다', '영화', '개꿀잼']",0
"['진짜', '쓰레기', '집합소', '나라', '좀', '먹다', '것', '들']",1
"['애플', '이제', '망조', '들다', '오만하다']",0
"['아', '노래', '좋다', '거', '같다', '사람인', '싫다']",0
['어이구'],1
"['이미', '설명', '회', '참석', '적', '없다', '본인', '해명', '인터뷰', '기사도', '올라오다', '이', '것', '좀', '내다', '그리고', '고소장', '내용', '일', '뿐', '확실하다', '팩트', '없다', '무조건', '욕', '하다', '분들', '양심', '챙기다']",0
"['연기', '너무', '잘', '하다', '본격', '적', '연기자', '길다', '걸다', '보다']",0
"['유승준', '죽다', '비다']",1
"['그래서', '인생', '현재', '중요하다', '과거', '중요하다']",0
"['살짝', '피오', '님', '닮다', '듯']",0
"['일본', 'AV', '배우', '데뷔', '하다', '대박나다', '거', '같다', '가수', '데뷔', '그다지']",1
"['hate', 'speech', '맞다', '말']",1
"['현대', '출산', '의무']",0
"['이', '것', '뭐', '거의', '복귀', '프로그램', '다', '돼다', '잊혀지다', '애', '들', '불다', '눈물', '이슈', '만들다', '시들하다', '또', '복귀', '하다', '사람', '부르다', '불타다', '청춘', '아니다', '불타다', '복귀', '낫다']",0
"['오창석', '잘생기다', '연기', '괜찮다']",0
"['문재인', '뒈지다', '추천']",1
"['연기', '최고', '이다']",0
"['아오', 'hate', 'speech']",1
"['이', '미국인', 'hate', 'speech', '누가', '궁금하다', '이딴', '기사', '올', '리나']",1
"['연예계', '악플', '력', '무섭다', '설리', '수첩', '악플', '고통', '받다', '얘기', '하나', '없다']",0
"['여', '초년', '들', '물', '타다', '넘어가다', '새끼', '들', '몇몇', '보이']",1
"['박한별', '너무', '이쁘다']",0
"['난', '저러다', 'hate', 'speech', '진지하다', '말', '그대로', '답', '해주다']",1
"['진짜', '마려워', '지다', '바로', '쇠질', '갈다', '기르다', '가다']",0
"['어떻다', '연예', '뉴스', '버트', '레널즈', '사망', '소식', '없다']",0
"['애초', '방송', '자체', '작정', '편협', '하다', '만들다', '쓰레기', '다큐', '비타민', '혈중', '농도', '측정', '하다', '몇', '시간', '이면', '다', '빠져나가다', '수용성', '비타민', '측정', '하다', '뭐', '하니', '비타민', 'd', '수치', 'hate', 'speech', '중요하다', '영', '양제', '먹다', '안', '먹다', '판이하다', '차이', '나', '영역', '그건', '쏙', '빼', '버리다', '아니다', '나다', '끄다', '띵승권', '등판', '엉터리', '논문', '코펜하겐', '쇼크', '인용', 'hate', 'speech', '들다', '언제', '저런', '짓', '하다', '어제', '그거', '기대하다', '보다', '아니다', '나다', '끄다', '다', '알다', 'hate', 'speech', '같다', '무용', '론', '주장', '끝나다']",1
"['맞벌이', '아니다', '뭐', '저렇게', '아이', '보다', '하나']",0
"['난', '영상', '보고', '민호', '닮다', '하다', '생각', '하다']",0
"['정말', '한심하다']",1
"['SM', '핍박', '당하다', '여기', '다', '끝나다', '생각', '하다', '인생', '항상', '반전', '있다', '무죄', '밝혀지다', '이제', '배우', '열심히', '활동', '하다', '되다']",0
"['자고로', '여자', '25', '세', '전', '후', '가슴', 'C', '컵', '골반', '넓다', '하얗다', '복', '생기다', '똑똑하다', '건강하다', '아기', '낳다', '어미']",1
"['연출', '연기', '너무', '안습', '주연', '배우', '아깝다', '움']",0
"['나라', '님', '없다', '곳', '욕', '하다', '씨', '정도', '그래도', '개그', '선배', '님', '들다', '한', '테', '씨', '하다', '정도', '라면', '인정', '하다', '그냥', '개그', '었', '거나', '대통령', '문재인', '씨', '하다', '존칭', '대한', '착오', '이다']",1
"['hate', 'speech', '이제', '만물', '김무성', '좌파', '새끼', '들', '만물', '이명박', '똑같다']",1
"['이미', '알', '있다', '맞다', '주', '려고', '하다', '1', '렙', '맞다', '못', '주다', '속', '어미', '욕함']",1
"['짱깨', '유학생', '들다', '자기', '들', '자기', '나라', '식품', '못', '믿다', '저러다', '거', '길', '비닐', '포장', '되어다', '있다', '것', '다', '찢다', '만지다', '보고', '산다', '함']",1
"['사기', '당하다', '거', '유튜브', '채널', '개설', '하다', '돈', 'hate', 'speech', '게', '벌', '듯']",1
"['이', '하다', '줌마', '아직도', '자기', '연예인', '줄', '알다', '듯']",1
"['치다', '죽이다', '저', '따다', '것', '들', '법도', '필요', '없다', '그냥', '치다', '죽', '찢다', '죽']",1
"['52', '도', '빼다', '되다']",0
