content,label
할배이네 먹을 나이 됐다.,1
우익사쿠라 한국에서 꺼져줘.,1
문재인부터 조사 가자.,1
장사해 처 먹고 살기 힘들지 그냥 뒈져.,1
요즘 차 좋던데 4년 탔는데 엔진 오일만 몇 번 교환하고 뒷범퍼 추돌해서 교환한 것밖에 없는데 타이어 교환할 때가 되긴 했지만.,0
아 이 개병신 hate-speech 씨발.,1
이직 너무 귀엽고.,0
현지 해설 풀 하이라이트 부탁합니다.,0
헨리 편 노잼 황재균 편 꿀잼.,0
윤은혜는 어쩌고 이 나쁜 x꺄.,1
765g 865원가가 57달러밖에 안 하는데 그게 아깝냐?.,0
고럼고럼 당연한 거지.,0
참 실수해서 제대로 사과했는데 왜 자꾸들 그러는지.,0
안 할 거면 글 올리지 마라 노잼.,1
그냥 바보 프로그램.,1
여자 살인범들은 거의 비슷한 게 있는데 수면 유도제 아니면 수면제 농약 청산가리 등 독극물이 주로 쓰인다는 점 우리나라 최초 사이코페스 점수 만점을 기록해 남자에게 접근 수면제를 먹이고 잠이 들면 바늘로 눈을 찔러 장님을 만든다고 함 그다음 일부러 자빠뜨려 뇌진탕이 만들고 식물 인간 상태가 되면 뜨거운 기름을 얼굴에 부었다고 함 그런 식으로 상해 보험이니 사망 보험금이니 타 먹으려고 자기 엄마까지 눈을 바늘로 찔러 장님을 만들고 보험금을 타 먹은 희대의 사이코페스 년이었음.,1
아 음주 운전 쓰기들 걍 뒤져라.,1
되지 말고.,1
마 옛날 사진으로 사기치지 말고 저 시절로 돌아가라 장가 가야지.,0
아 오빠 너무 잘생겼어요 오빠 때문에 롤 시작했다가 등급 아이언 4 나오고 접었어요.,0
이제 이상민 빚쟁이 캐릭터도 끝난 거 아냐 이제 블쌍한 척 그만하고 솔까 저 hate-speech가 빚쟁이들에게 좋은 팁 알려 줬지 탁재훈은 걍 여자나 꼬시면서 살고 김수미는 왜케 많이 나와 무슨 욕쟁이 할망구 콘셉트냐?.,1
조민기 남자답네 한녀들 참교육 정한다 오.,1
여자 때문에 남자가 피해 보네.,1
난 니 얼굴 보면 이 싸그라든다.,1
자꾸 말아먹는데 왜 나오지? 쟤들 키울 돈으로 나 같음 신인 그룹 만들겠어 이거야.,1
게이야 내 친구들이 순경이 많은데 순경의 미래는 어떻니?.,1
본인이 자신 있으니까 나온 거겠지 뜨거울 나인데.,0
어제 넘 웃겼어요 특히 도전 골든벨 코요테 영원하라.,0
1상으로 기사 나오는 건 첨 봄.,0
진영이 형님은 우리 곡의 하술사 l YG 행닝을 이기고 오셨으면 좋겠다는 마음입니다 형님.,0
저런 식의 여론 조성은 결국 남자들 피해로 돌아옴 나중에 가봐라 진짜 후회한다 여가부 hate-speech들은 철 지난 성교육으로 남자들은 이상성욕자니 너희들이 성욕을 해소하는 모든 방법은 다 불법적이고 음성적이라고 하는 마당에 뭐가 해결되겠냐? 야동 사이트도 다 막는 나라냐 생각보다 더 hate-speech 같은 생각을 윗대가리들은 하고 있음.,1
관람의 90프로 이상이 이해 못 하는 영화를 감독 탓이 아닌 관객 탓으로 돌리는 안타까운 사람들.,0
순간 베르통언인 줄 그가 아직도 내 머릿속에 있다 그립다 슈퍼야.,0
개최국은 자동 진출.,1
혐짤 표시해라 기분 더럽네.,1
이거 아직도 하네.,0
정준영이 나이 많아서 너 싫어하겠는데 무슨 헛소리냐?.,1
이 와중에 타짜는 일본감 정신 빠진 애.,1
성형할 때부터 뭐지 싶었는데 은근 자존감 낮나 봄 근 10년간 세계를 재패한 빙상 여왕이라 외모 따위 개나 주라고 해도 수긍 x 1000만 번 할 판국인데 성형하고 남친이 강남.,1
응 너 똥차 꺼져.,1
역시 한국인은 남 잘 되는 꼴을 못 봐.,1
얼굴 왜 저래?.,1
맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남돼지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자 아이돌 황민현 나오니깐 화면이 달라지는 거다 그냥 보는 거 자체가 재밌음 역시 남자는 잘생기고 어리고 능력 있고 봐야 함.,1
저걸 보고 사과를 떠올린다면 뇌 어딘가에 인식 장애가 있는 거 아닐까?.,0
진짜 이렇게 애 가지고도 축복 못 받기도 힘들 듯.,0
하여튼 전라도 놈들은 뒷배가 좋아.,1
사인은 재앙이지 뭐.,1
저런 새끼는 그냥 무인도에 조두순이랑 둘이 살게 해라.,1
터미널에서 옆에 버스 후진 넣고 출발하는데 내가 탄 버스 앞으로 가는 줄.,0
좌좀 정서만 없으면 ok.,1
김일성이 중국 말 러시아 말을 하는 조선족 hate-speech 지금 우리가 중국이랑 싸우고 있다는 거잖아.,1
노무현 실루엣이면 뭐 어쩌라고 놈현이 신이냐? 어거지네.,1
계집이란 어차피 사내의 손을 타게 되는 것을 그리고 사내로 태어나서 계집질도 하는 거지 계집년 한두 명 때문에 대한민국 영화계 거물 하나가 또 사라지는구나.,1
이쯤 되면 3년이나 버틴 안재현이 대단하단 생각이 든다.,0
쓰레기는 쓰레기 취급 당하는구나.,1
앞머리 있으니 예쁘잖아.,0
진영아 원더걸스 재결합 가자.,0
재혼한 지는 12주짼데 임신은 32주째면 하여간에.,1
우리 찜니 넘 좋아.,0
대가리를 밟혀 봐야 정신 드는 유.,1
처음엔 신동욱 욕했는데 생각해 보니까 주변에 할아버지 같은 분 계셨음 무섭다.,0
어휴 저 쓰레기 젤을 빠는 넘 있네 고추 썩는다.,1
둘이 사귀어요.,0
요즘 신종 사기가 이거임 hate-speech들이 40대 아주머니 에게 결혼하면 10억대 아파트 명의 준다고 꼬심 알고 보면 빚이 10억 이상임 근데 좋다고 결혼해서 틀니노후 뒤치다꺼리 함 물론 틀니 뒤지면 이자 못 내서 나 앉음 노후 대책도.,1
아무리 이찬원 1등이라고 난리 쳐도 안 되는 거야 왜 대한민국에 찬원이처럼 부르는 가수는 많으니까 하지만 임영웅이나 안성훈처럼 부르는 가수는 없으니까 그게 팩트니까.,0
대단하네요 일억 오천 헉 김호중 씨 좋겠어요 저런 팬들 있어서 수해 입으신 분들 빨리 복구해야 할 텐데 이런 분들이 있어서 다행이네요.,0
기자 제목 다는 거도 극혐 어휴 여자네.,1
전라남도 화순.,0
신천지인가 보네.,0
어려워요 진짜 어려워요.,0
여자 얼굴이 궁금해.,0
저 hate-speech 의심됨 그리고 바닥에 고정도 아니네 대가리가 있으면 저런 걸 설치할 리가.,1
빨개이 새끼들 다 묻어버려야.,1
애 둘이 다둥 맘인가요? 제가 지금 다섯째 임신 중인데요 둘을 다둥 맘이라 하니 걍 웃음이.,0
와 개이쁨.,0
1절만 해라 짤게에 또 글 올리지 말고.,1
저 정도는 운동 안 해도 가능하다 hate-speech 보정 레깅스쳐 입었는데 저 정도는 다 나와.,1
결국 남자를 죽게 하는 건 남자들 요즘 여자들 순결 지키고 한 남자한테 올인하는 여자들 있는지 원나잇 하는 세상에 여자들 니들은 남편이랑 할 때 아다라시였나.,1
기레기 길다가 돌 맞는데 누가 가만히 있냐? 쓰레기 어그로꾼 유튜브 정지당해야지 사회악이다.,1
재밌다.,0
hate-speech.,1
큐브가 그렇게 사내 연애 많이 한다며?.,0
연기도 생각도 자꾸 노답이네.,0
조인성 연기 못함.,1
노령 연금 무료 진료 혜택 보는 개돼지가 세금 내는 우리보다 훨씬 많아서 글쌔다.,1
사람들 그렇게 오지랖을 떨더니 잘 살고 있나 보네.,0
둘 다 싸까지 없고 둘 다 똑같이 보임 바람 피운 놈이나 혼자 당하기 억울하니 세상에 고자질르는 년이나 둘 다 똑바로 사세요.,1
진짜 분위기 이쁘다 얼굴도 이쁘고.,0
뇌물 먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.,1
왜 이리 부들부들거리는 거냐?.,1
애쌔끼 몽타쥐하곤 깝쭞깝쭉 주둥이질하고 있네 야 이놈아야 이쁜 부선이 망사 반스나 하나 사 주고 뻰질이 하고 물꽊꽊이놈 끌어내라.,1
차두리라고 하면 되지 세찌는 머야?.,0
음주 운전 시베리안 도그 hate-speech 그리고 아이 엄마는 아이들을 왜 밖에 기다리게 했는지도 이해 안 간다.,1
축하드려요 행복하게 사시고 대장암도 얼른 완치하세요.,0
뭔 핀란드야.,1
탄핵을 위한 촛불을 듭시다.,0
장위안한테 카메라 들이대고 물어보면 재밌겠다 만약에 중국 욕하면 장위안도 인체신비전에서 언제나 볼 수 있을 텐데.,1
대깨문들은 국산차지.,1
스포츠 머리 난이도 존내 높다 옆머리 뜨는 것은 다운펌 하는 게 맞다 셀프 컷 하면 뒷머리 hate-speech 같다.,1
오늘도 김치녀 출발.,1
와 씨 탐난다.,0
잘했다 이쁘다.,0
섹스는 함께 강간당한테 배워라 그 분야 최고 권위자 집단이다.,1
이휘재 드디어 나갔냐? 이휘재 꼴 보기 싫어서 안 봤는데 다시 봐야겠네.,1
박나래 유재석 강호동과 3대 엠씨에 연예대상 성훈하고 썸 밥블레스유 메인 꿰차고 완전 올해 대박이네요.,0
학교 다닐 때 싹수 보이면 맞아 맞고 개선되야 하는데 개좋아 같은 학생인권 땜에 세상이 개판 되고 있다 자유가 남 인권 침해해도 되냐 창작의 자유가 방종이냐 맞아 맞을 것들 투성이다.,1
네 돈으로 갚줘 대한민국 세금 남아도냐? 미친 포퓰리즘이 나라 말아 먹는다 설마 저 말에 또 속는 표 주는 놈들 없겠지?.,1
나무 주방 나중에 곰팡이 어쩔.,0
고 김주혁 님 돌아가셨을 때 김주혁 님 기사로 인터넷 도배되니까 그 난리 치던 엑소의 개집들이었지 아마.,1
불쌍한 공익 제보자 테러하면 시위가 아니라 폭동 일어날 줄 알아요 군필 문베충들아 저게 군대에서 가능한 일이냐 감히 상상조차 할 수 없는 일인데.,1
와 진짜 하메스는 경기 지배하는 게 지리더라 롱 패스 하나하나가 다 쭉쭉 나감 이번 에 버튼 볼 만하다.,0
드디어 오피셜 근데 이미지가 왜 생강형 느낌이 나지?.,0
홍진영 귀에서 뭐 이어폰 같은 거 빼던데 제작진이 뒤에서 조종하고 있는 거 아님 짜고 치는 고스돕.,0
작위적인 느낌.,0
돈 버는 놈들 부동산 중계업자들.,0
강동주도 나와야 하는 거 아님?.,0
할 말이 없네 아이큐 두 자릿수 예상한다.,1
둘이 사귀는구나 잘 어울리는데 너무 부럽다.,0
hate-speech 또 나서네 지금 쓰레기 배추량을 봐라 조금이라도 줄여야 한다 다른 기자들은 이렇게 안 썼던데 완전 소비자 마켓팅하는 기업 다 망하는 것처럼 썼네.,1
hate-speech 같은 김치년들한테 선택 받는 게 메리트 있냐 선택해도 거부다.,1
하여간 흉기 언플 hate-speech 함 이제 안 먹히지 자국민이 호구도 아니고.,1
누군지 밝히세요 그리고 걘 연예계에서 영구퇴출 가자 정유라랑 다를 바 없잖아.,1
전생에 나라를 부러우면 지는 건데 쳇.,0
원작이 워낙 기괴해서 그런지 원작을 이기고 비빌만큼은 아니고 더빙도 많이 과장된 톤으로 어색한 느낌이었다 그냥 적당적당하게 괜찮았다.,0
hate-speech 씹이나 차단해라.,1
동탄 아줌마 2명이랑 만나 봤지 뇌가 없는 대신 이쁘다.,1
재앙 오려나 참 미묘가 시기하네요.,1
여러분 현재 한국이 적화통일 당하기 일촉즉발입니다 이것은 하나님을 잊은 한국에 임하는 하나님의 벌입니다 이제 모두 깨어나 회개하고 예수님 믿으셔서 웃으며 예수님 만납시다 천국에서 만나요.,0
hate-speech 놈들아 보지 마 보면서 왜 작가들에게 상처를 주나.,1
에스더 정말 마음이 따듯하고 큰 사람 같네요.,0
죽은 세월호 구원파 교주 유병언이 조까사위 딸로 환생한 듯.,1
기사를 봐도 뭔 말인지 모르겠네 게다가 저 당시 세균전이라니 판타지라도 이건 농담이지.,0
김원희가 왜 애를 안 놓냐 불임인가?.,1
명예훼손으로 고소하면 답 나온다.,0
방금 유동근 아재 회장 여자한테 엄포 놓을 때 포스 오래간만에 정도 전 때 포스 나오더구먼 진작 이렇게 만들지 이상하게 캐릭터를 만들어 놓아서.,0
매갈페미년들 연하남은커녕 그 성질에 평생 누구 하나 사귈 수도 없어 보이는구먼.,1
이건우 저 저 아직도 때리고 있네 다음 주까지 때릴 기세야.,0
왜 여자만 항상 독박 육아를 해야 하는지 모르겠다.,0
뿌염도 콘셉트가 있죠 거슬리던데 암튼 연기 잘해요 공효진 씨와도 베프 멤버로 알고 있는데 촬영장 분위기 좋겠어요.,0
휴가 미 복귀 연장은 아빠 말고 꼭 엄마가 전화 걸도록 해요 치과 정신과 다 됩니다.,0
점점 이뻐지네 와우.,0
친선 대사도 중졸에게는 시키지 말자.,1
hate-speech 멍청이야.,1
갈수록 호감.,0
이곳이 전설의 시작이고 이근의 인기 원인 지점.,0
우아 지오 누나를 비방하더니 이젠 생시람 잡네 보수 집권 망할 아베 대변인 주적은 북한이지만 니넨 일본 제일 나쁘다는 걸 명심해라.,1
사실 황제원이 주인공임.,0
씨가 일단 좋아야 하고 밭도 좋아야 한다.,1
역시 더듬어 내로남불 새끼들 실망시키지 않는구먼.,1
최진혁 연기 보소.,0
윤서이야 시시때때로 열폭 하는 애라 그렇다지만 여기서 정우성까는 애들은 왜 그럼유엔난민 홍보 대사라서 SNS에 홍보 좀 한 거 갖고 윤서인 얘도 웃긴 게 그러면 지도 평소에 입바른 소리라도 하든가.,1
개들이네.,1
빠가야로 안전하게 너희나 이빠이 쳐드세요.,1
가세연에서 퍼 온 거 보솤가세연 똥은 알지? 가세연도 아줌마 부대가 점령했더라 김세의가 주예지 팬이라니까 아줌마들 부들부들.,1
이런 일이 네이버 1등 할 것까지 있나.,0
제목 읽기 개힘드네 일단 줌.,1
온니유라고 하고 다른 사람과 행복하게 잘 사세요.,0
절대 아무것도 사주지 말자.,0
어휴 결국 손주도 못 보고 가시는구나 명복을 빕니다.,0
아니 얼굴 하얗게 화장하고 점 찍고 마른인 먼노 코스프레하면 인종 차별이야 아니 그 장의사 본인도 다른 인종들이 코스프레하는 거 추천하는 마당에 왜 제3자가 난리야.,0
그건 기술자가 아니라 기사다 개병신아 제발 좀.,1
얘는 건성으로 사과하고 방송 항상 이런 식 진심이라곤 눈곱만큼도 안 보이고.,0
다솜도 인기가 많군 또 질투 글이 배댓인 거 보니 도대체 어디가 설정 같다는 거냐? 나는 다른 연예인들보다 더 꾸밈 없이 혼자 라이프 보여 주는 것 같아서 보기 좋더구먼.,0
박한별 수고했어요 책임감 있게 잔잔한 슬픔 표현도 잘했는데 연기력이 어쩌고.,0
김주혁 님 죽은 지 얼마나 됐다고 이건 좀 아닌 것 같네요.,0
디마리아는 메시아가 아닌 그냥 디마리라고 불러라.,0
아니길 바랐는데 그런 식으로 친하지 않길 바랐는데 둘 다 어렸을 때 가수가 되기 위해 열심히 했던 사람들인데 왜 지금은 이렇게 된 거야?.,0
힘내세요 응원합니다.,0
Just way you are 빌리조엘.,1
난 그냥 벤츠 탈런다 돈 있음 뭐 하러 현대 타냐 걍 다 하는 소리야 요즘 사설 AS도 많아서 수리비도 별로 안 비싸 고장도 적고.,0
대마는 절대로 하지 말자.,0
각 집단마다 저런 것들 hate-speech 많음.,1
누가 악플을 달긴 80년대 최악의 세대라 불리는 여자들이지.,1
멤버 중 한 명은 친할 법한데라든지 무슨 일이 있었던 거냐?.,0
hate-speech.,1
법부터가 hate-speech이네 법안 똑바로 안 만드냐 국회의원들.,1
hate-speech 무섭네.,1
너무 잘생겼어 진짜로 김인덕이 최고야.,0
갓지민 나의 최애 여배우입니다 꼭 나와주시길.,0
어떤 기사에는 설현 닮았다고.,0
쵸비 어머님도 롤 하시나 봐.,0
리뷰 이천 개 이상 달릴 동안 4 8 유지해 봤는데 저런 hate-speech들은 히스토리 들어가 보면 어떤 가하든지 다 불만투성이입니다 버린대 개hate-speech 같은 새끼 hate-speech 보존의 법칙이라 생각한다 물론 대응은 잘해야지.,1
백상까지 조작 sm 문재인 들어서고 방송 문화 경제 등 비리와 부패가 더 심각하고 망하고 있다 조작 사기다 sm 비리와 조작으로 인기 구걸 하는 데도 조사 없는 문재인 끌어내려야지.,1
부동산 상승을 유도하는 유튜버들은 그냥 놔두나 형평성 문제다.,0
개돼지 집단 개한 민족의 실상 사촌이 땅 사면 배 아픈 민족이라 앞에선 웃어도 뒤에서 호박씨 까는 게 일상임 소름 돋는 개한 민족 무섭다.,1
그래도 이번에 동생 많이 차분해졌던데 저번처럼 그러진 않더라 머리는 깔끔하게 묶는 게 위생상 좋긴 합니다.,0
현아 진짜 보기 싫다.,0
미쳤나 다른 사람이 빌린 돈을 왜 내가 낸 세금으로 갚는다는 거야 개빡치네 아주 다 국가 세금으로 너희들 생색 다 내고 저소득계층 사람들만 자기들 빚 갚는다고 좋아라 하겠네 개빡친다고 신발.,1
뭐 웬디가 다쳤다고 이런 또 내가 병문안을 가야겠군.,0
머찌네 년들은 금테 두르고 놈들은 노끈이냐 이게 진정 니까짓들이 추구하는 평등 공정이냐? 문빠 변신 놈 년들아.,1
대깨문들은 죄다 한 마리도 남김없이 잡아서 똥통에  넣어주고 농약 에프킬라쥐약 락스 청산가리 술 처먹은 것 살충제 유리 가루 넣어서 어미추와 국조인재문 이 잡 것들 주둥이에 쳐넣어야 하는데.,1
모르면 그럴 수도 있지 겁나 예민.,0
복지 사회에 앞서 자본주의 시스템 내 도덕성 강화가 우선이란 생각이 드는데 저만 그런가요?.,0
구장을 잡아도 어째 맨날 바람 겁나게 부는 데를 잡았냐?.,0
이엘리야 착한 역할 해줘요 겁나 이쁜데 참 좋은 시절 때 팬이었다고.,0
진짜 부족한 게 뭔지 볼 때마다 감탄해요 나의 롤 모델 안현모 씨.,0
알고 보니 이 미M친 놈은 포풀리즘의 대마왕이었네.,1
기자가 여자네요 화사가 저런 춤 추면 걸크러쉬라고 할 거면서 그녀들의 이중성이란.,1
일단 정소영부터 누군지 모르겠음.,0
하늘 같은 남편한테 반말하는 것만 봐도 구해선이 죽일련이다 남편이 니 몸종이냐 밸아 먹었어.,1
참고로 강호동이 이만기 그때 딱 한 번 이기고 그 뒤로 다 졌다더라 1박2일 때도 그렇고 다음 주 2부에 또 붙음 초기대.,0
bbw 취향이긴 한데 가슴은 빵빵해서 좋다 그치?.,1
연희 좋아 감바 때.,0
과거도 현재도 민족 의식 애국심 hate-speech 안 드는 건 마찬가진가지네.,1
나도 여자지만 난 너무 저러는 거 아니라고 본다 왜 저런 거야 진짜 사람 왜 또 몰아세워 죽을 죄를 진 거 아닌데 어지간하네 보지 마 안 보면 되잖아 맞는 말이네 너희가 더 같은 여자로서 불편해.,0
그냥 둘은 서로 좋아하고 사랑한 거뿐인데 왜 남의 연애에 간섭하는 거야 진짜 불쌍하다.,0
짐 없이 1인 생활하는 남자분께 적당합니다.,0
이병헌 조승우 하면 2000년대부터 젊은 배우들 중 연기력으론 투탑이라 생각했는데 올해로 이병헌은 벌써 51살 근데 전혀 그렇게 안 느껴져 신기해.,0
꽁초보다 더러운 죄인이잖아.,1
뽑힌 애들도 안 됐다 주작 논란에 탈락 연생들이 더 인기 있고 앞으로 어찌 될지.,0
얼굴도 완전 미인인 데다 똑똑하기까지 정말 부럽습니다.,0
사진 땜에 기분 hate-speech 같아져서.,1
스트레스가 원인일 듯 문재인 대통령이 책임저라.,1
자발적으로 무자녀 부부 좋을까 나이 들어갈수록 아이가 행복이던데.,0
더 자숙하세요 음주 운전은 살인미수.,0
별 시덥지 않은 악플들은 뭐냐?.,0
많이 무섭진 않는데 약간 징그러운 거 싫어하시는 분들은 조금 참고해 주세요 너무 재밌었어요 강추추추춫추추.,0
이젠 하다하다 신문도 코미디 하네.,0
실제로 김대중이라고 했는데 김재중이라고 한 거라고 구라 친 거라는 생각은 안 해봤어.,1
김유석은 아버지가 아니라 형님 같고 장미희가 꽃같이 곱게 설정해 놓곤 웬 치매.,0
그냥 노래만 해줘요.,0
핵이쁨 이전에 황정음이랑 나왔을 때 찹쌀떡이었는데 배역이랑 다시 그런 배역 맡았으면.,0
저거 다 이케아제 싸구려 아니니 먼 요양 병원 의자 몇 개 가져가 놓고 핀란드래 푸핫.,0
모든 수수료 100만 원 이하로 하고 개인 거래 서류 등을 동사무소에서 할 수 있도록 해야 한다.,0
생각보다 너무 재밌었네요.,0
김희철 민경훈 아는 형님 워터 스포츠 웨어 브랜드 미 스 트랄.,0
왜 슬프게 간 설리를 또 꺼내서 또 화두에 오르게 하나 이슈가 화두가 되어 돈 된다면 부모고 타인이고 저렇게 가만히 두질 않으니 설리가 너무 안쓰럽고 슬프네요 진짜 아낀다면 조용히 미안한 마음 담고 사셨어야지.,0
지디 얼굴이 변했네요 부어도 보이고.,0
폐지가 답 전현무 꼴 베기 싫어.,1
박민영은 드라마 찍을 때마다 스캔들 나.,0
현빈 눈빛 너무 안 좋네.,0
개돼지 대구민들.,1
반고정 가자 나래 사장님 집밥 에피 나왔음 해요 기석이 힘내라.,0
차라리 그 돈으로 쌀이나 한 포대씩 줘요.,0
네 다음 반일국뽕 폭도.,1
으이그 진짜 정신병자들 많다.,1
저런 hate-speech들 안 봤으면 한다.,1
hate-speech.,1
다 애미 뒤진 새끼들이라 그래.,1
예전이나 외모가 똑같네.,0
이 hate-speech들은 코로 종식했다더구먼 짱깨발 인천행 비행기에 탑승한 짱깨가 한국 와서 우한폐렴 확진 받았으니.,1
마약 중독에 성형 중독에 휴.,1
차 판다고 하지 않았나?.,0
MBC 이제는 폐업할 때 좌빨의 선동만이 남아있는 쓰레기.,1
앗 페트리 결혼했었나요? 축하드려요.,0
어떻게 하면 저렇게 잘생겼을 수가 있지?.,0
못생겼으니 옷이라도 뻘겋게 입고 뻘건 살 내놔야지 근데 극혐.,1
이미 멋있는데 아빠 되니 또 한 단계 업그레이드되겠네요 넘 축하드리고 기대됩니다 제이쿼피 쥬니어.,0
hate-speech 하네 남자가 봐도 심각 메갈련들이겠지 아님 기생충 박사 같은 부류거나.,1
개소리하면서 도망가지 말고 근거 가져와 씨발 놈아.,1
송혜교는 예쁜데 댓글이 너무 인위적이라 보니까 30 40대 비율 역시 나이 많은 여자는 나이 많은 여자 보고 예쁘다 하는구나.,1
화나고 짜증 날 일이지 마음의 상처로 뒤끝 길구나 뭐 얼마나 큰 피해를 봤길래.,0
김구라 범죄자 모습 같아.,1
계속 제멋대로 사니 그렇지 언젠가 크게 걸릴 거야 비싼 넌 일반인은 싸구려 기성복으로 보일 테지 싼 게 비지떡이에요.,1
똑같은 업무 지시해도 사람 진짜 hate-speech 빡치게 만드는 재주가 있음.,1
에효 니 직장이나 스와프해라 빙시나 쪽팔려 어디 앞으로 글이나 써지겠냐? 종양이면 좃선이나 동악일보랑 스와프하면 되겠네.,1
혜경궁은 그냥 말만 함 실천을 안 함 뉴스에 홍보비 주고 언플은 함.,1
김종민 도입부 오지네 너무 잘 부르고 어울림.,0
상호 형님 설마 이 싸움 때문에 인력사무소에서 일하는 건가?.,0
현상만 보지 말고 의도를 파악해야지 당신이 티브이 나와서 저질 농담해도 나쁜 의도가 없다는 것을 알기에 굳이 문제삼지 않는 것처럼.,0
이걸 6회나 봐야 한다니.,0
잉 잠이 안 와 낼 출근 망했다.,0
역시 조보아 역시 마인드 하나는 최고야.,0
이 정도면 드라마가 아니라 블록 버스터급 영화 왠지 베본 2가 나올지도.,0
연기대상 못 타니 연예대상 노리시는 분.,1
여자 팔자 뒤웅박 팔자.,1
